date,code,open,high,low,close,volume,amount
2023-01-03,sz.000589,4.29745867,4.3064304,4.24362829,4.27951521,11953218,56902063.34
2023-01-04,sz.000589,4.26157175,4.3064304,4.24362829,4.29745867,8802400,41960061.0
2023-01-05,sz.000589,4.27054348,4.3961477,4.27054348,4.31540213,14699140,71028626.2
2023-01-06,sz.000589,4.3064304,4.41409116,4.29745867,4.41409116,11798840,57525455.0
2023-01-09,sz.000589,4.41409116,4.50380846,4.36923251,4.37820424,13616002,67308014.68
2023-01-10,sz.000589,4.40511943,4.43203462,4.32437386,4.38717597,9547050,46428482.9
2023-01-11,sz.000589,4.38717597,4.3961477,4.29745867,4.31540213,8857068,42920554.52
2023-01-12,sz.000589,4.33334559,4.34231732,4.24362829,4.27054348,10706911,51057399.45
2023-01-13,sz.000589,4.29745867,4.31540213,4.26157175,4.29745867,6025980,28804495.8
2023-01-16,sz.000589,4.3064304,4.41409116,4.29745867,4.3961477,12105947,59079594.77
2023-01-17,sz.000589,4.42306289,4.44997808,4.38717597,4.42306289,10211460,50345280.0
2023-01-18,sz.000589,4.42306289,4.61146922,4.40511943,4.53969538,24492402,123905519.9
2023-01-19,sz.000589,4.53969538,4.62044095,4.51278019,4.61146922,18899494,96663151.89
2023-01-20,sz.000589,4.62044095,4.63838441,4.54866711,4.61146922,14430850,73831865.58
2023-01-30,sz.000589,4.62941268,4.65632787,4.55763884,4.58455403,17387276,89383762.68
2023-01-31,sz.000589,4.55763884,4.60249749,4.51278019,4.60249749,13914139,70895520.94
2023-02-01,sz.000589,4.60249749,4.71912998,4.56661057,4.70118652,18071744,93938244.14
2023-02-02,sz.000589,4.71015825,4.72810171,4.65632787,4.6652996,11566326,60308538.89
2023-02-03,sz.000589,4.6652996,4.69221479,4.54866711,4.59352576,12447700,63890774.4
2023-02-06,sz.000589,4.58455403,4.61146922,4.53072365,4.56661057,12891596,65548326.76
2023-02-07,sz.000589,4.59352576,4.60249749,4.53969538,4.58455403,9391597,47858045.49
2023-02-08,sz.000589,4.62044095,4.62941268,4.53969538,4.5755823,8071480,41246014.77
2023-02-09,sz.000589,4.59352576,4.64735614,4.55763884,4.62941268,8903919,45870385.28
2023-02-10,sz.000589,4.62941268,4.69221479,4.61146922,4.65632787,11147197,57871545.08
2023-02-13,sz.000589,4.72810171,5.00622534,4.68324306,4.91650804,53087430,289181378.71
2023-02-14,sz.000589,4.95239496,4.97033842,4.81781901,4.88959285,24485088,133467590.74
2023-02-15,sz.000589,4.86267766,4.94342323,4.80884728,4.83576247,17450694,94812277.61
2023-02-16,sz.000589,4.82679074,4.86267766,4.63838441,4.70118652,15795049,83796311.54
2023-02-17,sz.000589,4.71912998,4.80884728,4.70118652,4.72810171,18064936,95712561.19
2023-02-20,sz.000589,4.7550169,4.88959285,4.67427133,4.85370593,25153714,134377213.0
2023-02-21,sz.000589,4.88959285,5.18565994,4.85370593,4.9344515,36156716,201238498.83
2023-02-22,sz.000589,4.97931015,5.06005572,4.88959285,4.91650804,19202013,105923770.93
2023-02-23,sz.000589,4.97033842,5.14080129,4.9344515,5.01519707,34211325,192528276.12
2023-02-24,sz.000589,5.01519707,5.06005572,4.96136669,5.01519707,16158759,90221587.41
2023-02-27,sz.000589,4.97931015,5.0241688,4.92547977,4.98828188,11521086,63921609.61
2023-02-28,sz.000589,5.0241688,5.0241688,4.88959285,4.97033842,11548534,63567968.24
2023-03-01,sz.000589,4.97033842,5.15874475,4.96136669,5.06005572,24469528,138685626.02
2023-03-02,sz.000589,5.1138861,5.25743378,5.06005572,5.19463167,26969109,155811705.82
2023-03-03,sz.000589,5.2036034,5.23051859,5.13182956,5.18565994,17706679,102144826.94
2023-03-06,sz.000589,5.18565994,5.36509454,5.15874475,5.2036034,23275308,135985129.71
2023-03-07,sz.000589,5.2036034,5.2036034,5.03314053,5.04211226,17131807,97430165.58
2023-03-08,sz.000589,5.0241688,5.07799918,4.97033842,5.0241688,13669643,76490663.47
2023-03-09,sz.000589,5.06902745,5.07799918,4.97033842,5.03314053,8477814,47426951.8
2023-03-10,sz.000589,4.97931015,5.01519707,4.7550169,4.78193209,26340334,141708366.22
2023-03-13,sz.000589,4.74604517,4.82679074,4.68324306,4.74604517,13033474,68969399.62
2023-03-14,sz.000589,4.7550169,4.79090382,4.58455403,4.68324306,17427122,90619565.72
2023-03-15,sz.000589,4.73707344,4.79987555,4.71015825,4.77296036,9475440,50348502.1
2023-03-16,sz.000589,4.76398863,4.77296036,4.62044095,4.64735614,10002869,52423246.78
2023-03-17,sz.000589,4.71912998,4.74604517,4.67427133,4.70118652,8412314,44142482.14
2023-03-20,sz.000589,4.69221479,4.80884728,4.68324306,4.73707344,16181653,85667952.05
2023-03-21,sz.000589,4.72810171,4.82679074,4.71015825,4.79987555,9257004,49101553.42
2023-03-22,sz.000589,4.80884728,4.85370593,4.77296036,4.79090382,9632824,51587815.32
2023-03-23,sz.000589,4.79090382,4.79090382,4.68324306,4.71015825,13551137,71394144.9
2023-03-24,sz.000589,4.71912998,4.72810171,4.63838441,4.6652996,12635572,65737562.44
2023-03-27,sz.000589,4.6652996,4.68324306,4.55763884,4.64735614,15363818,79144741.52
2023-03-28,sz.000589,4.64735614,4.69221479,4.61146922,4.67427133,9194990,47726711.9
2023-03-29,sz.000589,4.63838441,4.64735614,4.52175192,4.54866711,14032538,71437534.68
2023-03-30,sz.000589,4.53072365,4.56661057,4.45894981,4.55763884,9869376,49760515.6
2023-03-31,sz.000589,4.55763884,4.62044095,4.52175192,4.58455403,6796948,34658827.32
2023-04-03,sz.000589,4.58455403,4.69221479,4.5755823,4.63838441,11047343,57087027.79
2023-04-04,sz.000589,4.63838441,4.65632787,4.54866711,4.56661057,8466260,43303771.2
2023-04-06,sz.000589,4.5755823,4.60249749,4.44997808,4.5755823,15690958,79097848.25
2023-04-07,sz.000589,4.53969538,4.61146922,4.53072365,4.58455403,7529437,38372786.87
2023-04-10,sz.000589,4.53969538,4.59352576,4.47689327,4.56661057,12766448,64449948.31
2023-04-11,sz.000589,4.58455403,4.59352576,4.47689327,4.49483673,8903037,44899279.19
2023-04-12,sz.000589,4.50380846,4.54866711,4.485865,4.53072365,5878886,29609749.96
2023-04-13,sz.000589,4.53072365,4.58455403,4.49483673,4.53072365,8643579,43663921.82
2023-04-14,sz.000589,4.53072365,4.55763884,4.47689327,4.53969538,8532690,42948156.1
2023-04-17,sz.000589,4.53969538,4.67427133,4.52175192,4.6652996,17250371,88543411.81
2023-04-18,sz.000589,4.62044095,4.65632787,4.59352576,4.62941268,7314341,37695049.14
2023-04-19,sz.000589,4.61146922,4.70118652,4.60249749,4.6652996,9638532,49982970.0
2023-04-20,sz.000589,4.65632787,4.69221479,4.59352576,4.6652996,9832680,50848295.4
2023-04-21,sz.000589,4.6652996,4.73707344,4.53969538,4.54866711,16211909,83407772.93
2023-04-24,sz.000589,4.53969538,4.70118652,4.51278019,4.65632787,18453000,95026050.09
