date,code,open,high,low,close,volume,amount
2024-12-23,sh.000044,3985.3307,4016.4403,3974.286,3977.4235,6648971300,96311049518.0
2024-12-24,sh.000044,3978.1577,4031.7832,3978.1577,4029.6335,5886038600,85651578001.0
2024-12-25,sh.000044,4033.9582,4053.2379,4016.3862,4038.5832,5771442300,86295265778.0
2024-12-26,sh.000044,4031.9638,4044.9806,4021.8839,4040.5015,5236924400,88890034948.0
2024-12-27,sh.000044,4041.1659,4060.4464,4025.6842,4034.1668,6349646000,99813384132.0
2024-12-30,sh.000044,4029.3751,4061.9096,4029.1545,4055.5922,6075769400,91326284960.0
2024-12-31,sh.000044,4054.7605,4060.5835,3976.5875,3976.5875,6790129000,95342670811.0
2025-01-02,sh.000044,3973.1341,3975.9712,3830.3138,3854.2436,8074528700,104082840423.0
2025-01-03,sh.000044,3858.2925,3871.7738,3795.7552,3802.2702,6306656700,83044966908.0
2025-01-06,sh.000044,3798.8806,3817.8683,3772.5461,3800.2656,5534205300,71740663009.0
2025-01-07,sh.000044,3800.8194,3832.3247,3786.8034,3831.0974,4820279700,66328928488.0
2025-01-08,sh.000044,3821.5553,3845.8052,3761.6413,3826.9679,6072142800,81924539602.0
2025-01-09,sh.000044,3814.7237,3832.7046,3802.5908,3813.452,4794165300,69556608342.0
2025-01-10,sh.000044,3804.5338,3820.5268,3765.1151,3765.1151,5028853000,76834704480.0
2025-01-13,sh.000044,3737.1311,3771.5799,3736.0724,3752.1403,5108800900,69690081442.0
2025-01-14,sh.000044,3757.081,3856.399,3749.3903,3852.579,6262071400,93616795222.0
2025-01-15,sh.000044,3842.5409,3853.4446,3827.2304,3833.3246,5046954300,73805573137.0
2025-01-16,sh.000044,3849.5866,3879.8002,3823.6074,3851.2539,5152037800,75096713187.0
2025-01-17,sh.000044,3840.6515,3875.9944,3833.7796,3860.6179,4387417400,67452150900.0
2025-01-20,sh.000044,3878.9429,3892.6552,3853.2626,3860.6008,4767882800,70353915412.0
2025-01-21,sh.000044,3878.8924,3880.2609,3839.6656,3855.1938,4220488500,69056879344.0
2025-01-22,sh.000044,3846.1695,3846.4139,3817.4746,3837.941,4661489100,77963927387.0
2025-01-23,sh.000044,3870.4822,3906.1777,3845.1717,3847.3094,6469887600,96473527332.0
2025-01-24,sh.000044,3836.3241,3891.3437,3834.9615,3884.6879,5743365500,81593520808.0
2025-01-27,sh.000044,3894.025,3912.511,3877.6574,3877.6574,5789374400,78523177014.0
