date,code,open,high,low,close,volume,amount
2023-01-03,sz.002913,23.185085,23.8191261,22.8633328,23.7150298,943100,23398759.0
2023-01-04,sz.002913,23.7150298,24.0178554,23.6203968,23.9326857,709500,17901436.0
2023-01-05,sz.002913,23.8380527,24.2828278,23.8380527,24.0557086,684140,17414542.72
2023-01-06,sz.002913,23.9894655,24.3679975,23.942149,24.1124884,579600,14816722.5
2023-01-09,sz.002913,24.131415,24.3869241,23.8001995,23.942149,982722,24913649.4
2023-01-10,sz.002913,23.9516123,24.1692682,23.8853692,24.0935618,563138,14311648.86
2023-01-11,sz.002913,24.1976581,24.2733645,23.7244931,23.7339564,564295,14280054.02
2023-01-12,sz.002913,23.7339564,24.0557086,23.6771766,23.9989288,531063,13418915.85
2023-01-13,sz.002913,24.1219517,24.1219517,23.7812729,23.9800022,432990,10934755.7
2023-01-16,sz.002913,23.9516123,24.3869241,23.8380527,24.3112177,877500,22481643.0
2023-01-17,sz.002913,24.4058507,24.9452588,24.2071214,24.7086763,1043416,27182638.75
2023-01-18,sz.002913,24.9736487,24.9736487,24.4910204,24.7843827,802600,20980842.0
2023-01-19,sz.002913,24.7465295,25.0872083,24.6140433,25.0588184,756804,19955486.16
2023-01-20,sz.002913,25.0588184,25.3427174,24.9736487,25.2386211,885729,23598537.72
2023-01-30,sz.002913,25.4184238,25.645543,25.3048642,25.5414467,1136630,30647097.4
2023-01-31,sz.002913,25.5225201,25.7023228,25.2764743,25.4657403,729921,19720565.24
2023-02-01,sz.002913,25.4089605,26.0713915,25.4089605,26.0051484,1294990,35342065.0
2023-02-02,sz.002913,25.929442,26.2228043,25.8726622,25.8915888,1037096,28531092.24
2023-02-03,sz.002913,25.8915888,26.1092447,25.5130568,25.9956851,1048000,28627255.0
2023-02-06,sz.002913,25.8821255,26.0619282,25.5982265,25.6928595,957300,26043064.09
2023-02-07,sz.002913,25.7023228,26.118708,25.6266164,26.118708,1157418,31749879.57
2023-02-08,sz.002913,26.0051484,26.3742171,25.6550063,25.7685659,1232068,33737077.96
2023-02-09,sz.002913,25.7874925,27.0461114,25.5792999,27.0177215,2537326,71317071.66
2023-02-10,sz.002913,27.0177215,27.5476663,26.6770427,26.7527491,2180380,62417050.4
2023-02-13,sz.002913,26.591873,26.9420151,26.3742171,26.6675794,1539941,43350184.54
2023-02-14,sz.002913,26.8000656,26.8568454,26.5634831,26.6486528,1105500,31150118.8
2023-02-15,sz.002913,26.686506,26.875772,26.307974,26.7716757,1199818,33762430.78
2023-02-16,sz.002913,26.9230885,27.1407444,25.8631989,26.0903181,1348300,37863510.0
2023-02-17,sz.002913,26.024075,26.2511942,25.5319834,25.5603733,1284515,35047981.1
2023-02-20,sz.002913,25.5603733,25.9578319,25.2480844,25.9010521,1083315,29314052.55
2023-02-21,sz.002913,25.9105154,26.5729464,25.7969558,26.2322676,1200804,33356749.52
2023-02-22,sz.002913,26.2795841,26.4593868,26.0430016,26.3269006,767900,21301495.0
2023-02-23,sz.002913,26.3174373,26.7243592,26.1754878,26.4877767,1036452,28974825.48
2023-02-24,sz.002913,26.4593868,26.5067033,26.0051484,26.1565612,806400,22330392.0
2023-02-27,sz.002913,26.0430016,26.4877767,26.0051484,26.1660245,1036852,28715509.24
2023-02-28,sz.002913,26.2228043,26.4688501,25.929442,26.213341,811300,22396740.0
2023-03-01,sz.002913,26.2322676,26.4215336,26.0051484,26.3836804,963284,26729409.84
2023-03-02,sz.002913,26.4499235,26.9420151,26.4215336,26.7432858,1435746,40559986.2
2023-03-03,sz.002913,26.6770427,27.1312811,26.1660245,26.3174373,1669672,46846850.95
2023-03-06,sz.002913,26.3931437,28.9482347,26.2228043,28.9482347,5405623,163881868.41
2023-03-07,sz.002913,28.9387714,28.9482347,27.5855195,28.2763404,10326248,307405868.09
2023-03-08,sz.002913,27.7937121,30.755725,27.6422993,30.2636334,13195326,410853692.17
2023-03-09,sz.002913,29.5822758,30.2636334,28.957698,29.714762,9533917,297721319.27
2023-03-10,sz.002913,29.3456933,29.5160327,28.1533175,28.4750697,6913632,209788273.63
2023-03-13,sz.002913,28.1343909,28.8441384,28.011368,28.7211155,4883929,146919464.47
2023-03-14,sz.002913,28.4656064,28.5318495,27.4719599,27.8788818,4661593,137392361.31
2023-03-15,sz.002913,28.0492212,28.5318495,27.632836,28.3236569,4492704,133521287.56
2023-03-16,sz.002913,27.9261983,28.3804367,27.6801525,27.727469,3298400,97590832.0
2023-03-17,sz.002913,27.8694185,28.5886293,27.8694185,28.4939963,5015963,150107946.24
2023-03-20,sz.002913,28.5034596,28.9103815,28.1533175,28.3331202,4047700,122050916.0
2023-03-21,sz.002913,28.3899,29.1942805,27.8315653,29.1753539,5187931,156973272.77
2023-03-22,sz.002913,29.4592529,29.7526152,28.8441384,29.5349593,5152394,159573253.94
2023-03-23,sz.002913,29.1848172,32.4875089,29.146964,31.0964038,11689363,386059919.49
2023-03-24,sz.002913,31.1153304,31.512789,29.9797344,31.3140597,8042658,261447667.66
2023-03-27,sz.002913,31.3045964,34.351779,31.2194267,33.9164672,12680180,438784845.52
2023-03-28,sz.002913,33.594715,33.9164672,32.1562934,32.553752,9659802,336148422.04
2023-03-29,sz.002913,32.4118025,33.6514948,31.7399082,32.5821419,6730190,232258067.7
2023-03-30,sz.002913,32.6105318,33.0079904,31.22889,31.2762065,5908693,198480818.66
2023-03-31,sz.002913,31.4370826,33.12155,30.8787479,33.12155,8843321,302812195.53
2023-04-03,sz.002913,33.12155,34.162513,32.6673116,33.500082,7819028,276791038.98
2023-04-04,sz.002913,34.3990955,34.9006504,33.1310133,33.6609581,6858961,246893423.55
2023-04-06,sz.002913,33.0363803,37.0298929,32.8660409,36.244439,10163980,381438005.92
